 Rainfall, Temperature, Ph,Crop
427.4868,22.375,6.0,Potato
427.4876,22.378,6.0,Potato
427.48819,22.381,6.0,Potato
427.5314,22.384,6.0,Potato
427.55712,22.387,6.0,Potato
427.5588,22.39,6.0,Potato
427.59146,22.393,6.0,Potato
427.63636,22.396,6.0,Potato
427.66991,22.399,6.0,Potato
427.77724,22.402,6.0,Potato
427.818,22.405,6.0,Potato
427.96209,22.408,6.0,Potato
428.07875,22.411,6.0,Potato
428.08095,22.414,6.0,Potato
428.09597,22.417,6.0,Potato
428.23057,22.42,6.0,Potato
428.25,22.423,6.0,Potato
428.25,22.426,6.0,Potato
428.25,22.429,6.0,Potato
428.25,22.432,6.0,Potato
428.25,22.435,6.0,Potato
428.25,22.438,6.0,Potato
428.26281,22.441,6.0,Potato
428.27654,22.444,6.0,Potato
428.36638,22.447,6.0,Potato
428.38617,22.45,6.0,Potato
428.39004,22.453,6.0,Potato
428.3919,22.456,6.0,Potato
428.57143,22.459,6.0,Potato
428.57143,22.462,6.0,Potato
428.5791,22.465,6.0,Potato
428.66284,22.468,6.0,Potato
428.80314,22.471,6.0,Potato
428.81126,22.474,6.0,Potato
428.81359,22.477,6.0,Potato
428.81678,22.48,6.0,Potato
428.82203,22.483,6.0,Potato
428.82857,22.486,6.0,Potato
428.83215,22.489,6.0,Potato
428.88151,22.492,6.0,Potato
428.88189,22.495,6.0,Potato
429.01705,22.498,6.0,Potato
429.09836,22.501,6.0,Potato
429.13043,22.504,6.0,Potato
429.18638,22.507,6.0,Potato
429.22864,22.51,6.0,Potato
429.24211,22.513,6.0,Potato
429.25577,22.516,6.0,Potato
429.2645,22.519,6.0,Potato
429.30629,22.522,6.0,Potato
429.32162,22.525,6.0,Potato
429.34639,22.528,6.0,Potato
429.375,22.531,6.0,Potato
429.375,22.534,6.0,Potato
429.38764,22.537,6.0,Potato
429.41379,22.54,6.0,Potato
429.46154,22.543,6.0,Potato
429.46805,22.546,6.0,Potato
429.53912,22.549,6.0,Potato
429.6404,22.552,6.0,Potato
429.64636,22.555,6.0,Potato
429.68177,22.558,6.0,Potato
429.6997,22.561,6.0,Potato
429.70072,22.564,6.0,Potato
429.7037,22.567,6.0,Potato
429.72166,22.57,6.0,Potato
429.72841,22.573,6.0,Potato
429.74641,22.576,6.0,Potato
429.95767,22.579,6.0,Potato
429.98449,22.582,6.0,Potato
430.0,22.585,6.0,Potato
430.03837,22.588,6.0,Potato
430.13998,22.591,6.0,Potato
430.21396,22.594,6.0,Potato
430.25652,22.597,6.0,Potato
430.33481,22.6,6.0,Potato
430.35631,22.603,6.0,Potato
430.42421,22.606,6.0,Potato
430.4768,22.609,6.0,Potato
430.49052,22.612,6.0,Potato
430.50403,22.615,6.0,Potato
430.52138,22.618,6.0,Potato
430.55799,22.621,6.0,Potato
430.57759,22.624,6.0,Potato
430.59184,22.627,6.0,Potato
430.75551,22.63,6.0,Potato
430.79455,22.633,6.0,Potato
430.79508,22.636,6.0,Potato
430.8288,22.639,6.0,Potato
430.86234,22.642,6.0,Potato
430.86604,22.645,6.0,Potato
430.89187,22.648,6.0,Potato
430.9237,22.651,6.0,Potato
430.95855,22.654,6.0,Potato
431.01753,22.657,6.0,Potato
431.05385,22.66,6.0,Potato
431.10577,22.663,6.0,Potato
431.13409,22.666,6.0,Potato
431.15618,22.669,6.0,Potato
431.15933,22.672,6.0,Potato
431.18478,22.675,6.0,Potato
431.19903,22.678,6.0,Potato
431.22426,22.681,6.0,Potato
431.22708,22.684,6.0,Potato
431.25,22.687,6.0,Potato
431.25863,22.69,6.0,Potato
431.355,22.693,6.0,Potato
431.40286,22.696,6.0,Potato
431.4291,22.699,6.0,Potato
431.53846,22.702,6.0,Potato
431.60481,22.705,6.0,Potato
431.625,22.708,6.0,Potato
431.625,22.711,6.0,Potato
431.70732,22.714,6.0,Potato
431.77291,22.717,6.0,Potato
431.8209,22.72,6.0,Potato
431.94067,22.723,6.0,Potato
431.94293,22.726,6.0,Potato
431.97519,22.729,6.0,Potato
432.02964,22.732,6.0,Potato
432.02972,22.735,6.0,Potato
432.04164,22.738,6.0,Potato
432.12766,22.741,6.0,Potato
432.14461,22.744,6.0,Potato
432.1449,22.747,6.0,Potato
432.14516,22.75,6.0,Potato
432.14516,22.753,6.0,Potato
432.17828,22.756,6.0,Potato
432.19127,22.759,6.0,Potato
432.1918,22.762,6.0,Potato
432.19248,22.765,6.0,Potato
432.1926,22.768,6.0,Potato
432.22309,22.771,6.0,Potato
432.24552,22.774,6.0,Potato
432.26963,22.777,6.0,Potato
432.27981,22.78,6.0,Potato
432.27985,22.783,6.0,Potato
432.28086,22.786,6.0,Potato
432.44835,22.789,6.0,Potato
432.47507,22.792,6.0,Potato
432.47553,22.795,6.0,Potato
432.47807,22.798,6.0,Potato
432.50245,22.801,6.0,Potato
432.59558,22.804,6.0,Potato
432.61359,22.807,6.0,Potato
432.75,22.81,6.0,Potato
432.83417,22.813,6.0,Potato
432.87915,22.816,6.0,Potato
432.97134,22.819,6.0,Potato
432.97193,22.822,6.0,Potato
432.975,22.825,6.0,Potato
433.00255,22.828,6.0,Potato
433.01471,22.831,6.0,Potato
433.13948,22.834,6.0,Potato
433.15909,22.837,6.0,Potato
433.19778,22.84,6.0,Potato
433.22206,22.843,6.0,Potato
433.31943,22.846,6.0,Potato
433.33716,22.849,6.0,Potato
433.33879,22.852,6.0,Potato
433.33974,22.855,6.0,Potato
433.40404,22.858,6.0,Potato
433.40821,22.861,6.0,Potato
433.41347,22.864,6.0,Potato
433.51596,22.867,6.0,Potato
433.51985,22.87,6.0,Potato
433.52092,22.873,6.0,Potato
433.52727,22.876,6.0,Potato
433.53291,22.879,6.0,Potato
433.53469,22.882,6.0,Potato
433.56818,22.885,6.0,Potato
433.57868,22.888,6.0,Potato
433.58953,22.891,6.0,Potato
433.62944,22.894,6.0,Potato
433.69041,22.897,6.0,Potato
433.71063,22.9,6.0,Potato
433.73438,22.903,6.0,Potato
434.08482,22.906,6.0,Potato
434.12487,22.909,6.0,Potato
434.12755,22.912,6.0,Potato
434.18325,22.915,6.0,Potato
434.26433,22.918,6.0,Potato
434.26727,22.921,6.0,Potato
434.35719,22.924,6.0,Potato
434.41514,22.927,6.0,Potato
434.47673,22.93,6.0,Potato
434.48713,22.933,6.0,Potato
434.54075,22.936,6.0,Potato
434.56808,22.939,6.0,Potato
434.73672,22.942,6.0,Potato
434.79101,22.945,6.0,Potato
434.8082,22.948,6.0,Potato
434.83537,22.951,6.0,Potato
434.85547,22.954,6.0,Potato
434.93757,22.957,6.0,Potato
435.0,22.96,6.0,Potato
435.0,22.963,6.0,Potato
435.0,22.966,6.0,Potato
435.0,22.969,6.0,Potato
435.0,22.972,6.0,Potato
435.0,22.975,6.0,Potato
435.0,22.978,6.0,Potato
435.0,22.981,6.0,Potato
435.0,22.984,6.0,Potato
435.0,22.987,6.0,Potato
435.0,22.99,6.0,Potato
435.0,22.993,6.0,Potato
435.0,22.996,6.0,Potato
435.0,22.999,6.0,Potato
435.0,23.002,6.0,Potato
435.0,23.005,6.0,Potato
435.02446,23.008,6.0,Potato
435.02714,23.011,6.0,Potato
435.02975,23.014,6.0,Potato
435.03048,23.017,6.0,Potato
435.16248,23.02,6.0,Potato
435.35562,23.023,6.0,Potato
435.39864,23.026,6.0,Potato
435.40622,23.029,6.0,Potato
435.64982,23.032,6.0,Potato
435.66145,23.035,6.0,Potato
435.6624,23.038,6.0,Potato
435.73905,23.041,6.0,Potato
435.88434,23.044,6.0,Potato
435.97122,23.047,6.0,Potato
436.03952,23.05,6.0,Potato
436.04171,23.053,6.0,Potato
436.06277,23.056,6.0,Potato
436.21076,23.059,6.0,Potato
436.21622,23.062,6.0,Potato
436.2348,23.065,6.0,Potato
436.33625,23.068,6.0,Potato
436.36373,23.071,6.0,Potato
436.50511,23.074,6.0,Potato
436.51685,23.077,6.0,Potato
436.62062,23.08,6.0,Potato
436.78891,23.083,6.0,Potato
436.8235,23.086,6.0,Potato
436.83673,23.089,6.0,Potato
436.98493,23.092,6.0,Potato
437.10938,23.095,6.0,Potato
437.11927,23.098,6.0,Potato
437.12611,23.101,6.0,Potato
437.15178,23.104,6.0,Potato
437.25,23.107,6.0,Potato
437.28673,23.11,6.0,Potato
437.295,23.113,6.0,Potato
437.31521,23.116,6.0,Potato
437.37597,23.119,6.0,Potato
437.37601,23.122,6.0,Potato
437.4375,23.125,6.0,Potato
437.56515,23.128,6.0,Potato
437.57175,23.131,6.0,Potato
437.57509,23.134,6.0,Potato
437.67048,23.137,6.0,Potato
437.7,23.14,6.0,Potato
437.70283,23.143,6.0,Potato
437.70487,23.146,6.0,Potato
437.76746,23.149,6.0,Potato
437.91245,23.152,6.0,Potato
437.96799,23.155,6.0,Potato
438.16475,23.158,6.0,Potato
438.16595,23.161,6.0,Potato
438.18605,23.164,6.0,Potato
438.26023,23.167,6.0,Potato
438.28423,23.17,6.0,Potato
438.30736,23.173,6.0,Potato
438.31345,23.176,6.0,Potato
438.32897,23.179,6.0,Potato
438.34629,23.182,6.0,Potato
438.35945,23.185,6.0,Potato
438.36336,23.188,6.0,Potato
438.36641,23.191,6.0,Potato
438.36677,23.194,6.0,Potato
438.36679,23.197,6.0,Potato
438.36681,23.2,6.0,Potato
438.36724,23.203,6.0,Potato
438.36785,23.206,6.0,Potato
438.36808,23.209,6.0,Potato
438.36851,23.212,6.0,Potato
438.36863,23.215,6.0,Potato
438.36884,23.218,6.0,Potato
438.36907,23.221,6.0,Potato
438.36973,23.224,6.0,Potato
438.36997,23.227,6.0,Potato
438.37062,23.23,6.0,Potato
438.375,23.233,6.0,Potato
438.375,23.236,6.0,Potato
438.375,23.239,6.0,Potato
438.375,23.242,6.0,Potato
438.45084,23.245,6.0,Potato
438.48476,23.248,6.0,Potato
438.49412,23.251,6.0,Potato
438.51056,23.254,6.0,Potato
438.51599,23.257,6.0,Potato
438.62451,23.26,6.0,Potato
438.70991,23.263,6.0,Potato
438.73256,23.266,6.0,Potato
438.74635,23.269,6.0,Potato
438.77034,23.272,6.0,Potato
438.78121,23.275,6.0,Potato
438.78505,23.278,6.0,Potato
438.80162,23.281,6.0,Potato
438.88125,23.284,6.0,Potato
438.96222,23.287,6.0,Potato
438.97059,23.29,6.0,Potato
439.05,23.293,6.0,Potato
439.09091,23.296,6.0,Potato
439.15541,23.299,6.0,Potato
439.16489,23.302,6.0,Potato
439.21875,23.305,6.0,Potato
439.25,23.308,6.0,Potato
439.29545,23.311,6.0,Potato
439.37405,23.314,6.0,Potato
439.44869,23.317,6.0,Potato
439.5,23.32,6.0,Potato
439.52913,23.323,6.0,Potato
439.58946,23.326,6.0,Potato
439.60535,23.329,6.0,Potato
439.68862,23.332,6.0,Potato
439.78279,23.335,6.0,Potato
439.94066,23.338,6.0,Potato
439.95,23.341,6.0,Potato
440.02134,23.344,6.0,Potato
440.04872,23.347,6.0,Potato
440.06065,23.35,6.0,Potato
440.08096,23.353,6.0,Potato
440.08538,23.356,6.0,Potato
440.13587,23.359,6.0,Potato
440.21726,23.362,6.0,Potato
440.23887,23.365,6.0,Potato
440.24614,23.368,6.0,Potato
440.45394,23.371,6.0,Potato
440.45455,23.374,6.0,Potato
440.47093,23.377,6.0,Potato
440.56579,23.38,6.0,Potato
440.57263,23.383,6.0,Potato
440.62709,23.386,6.0,Potato
440.66293,23.389,6.0,Potato
440.76576,23.392,6.0,Potato
440.8066,23.395,6.0,Potato
440.81827,23.398,6.0,Potato
440.91533,23.401,6.0,Potato
440.98719,23.404,6.0,Potato
441.0,23.407,6.0,Potato
441.0,23.41,6.0,Potato
441.05172,23.413,6.0,Potato
441.10163,23.416,6.0,Potato
441.10174,23.419,6.0,Potato
441.10414,23.422,6.0,Potato
441.13636,23.425,6.0,Potato
441.17378,23.428,6.0,Potato
441.17417,23.431,6.0,Potato
441.17424,23.434,6.0,Potato
441.17442,23.437,6.0,Potato
441.17534,23.44,6.0,Potato
441.1759,23.443,6.0,Potato
441.17605,23.446,6.0,Potato
441.1768,23.449,6.0,Potato
441.17683,23.452,6.0,Potato
441.17828,23.455,6.0,Potato
441.18072,23.458,6.0,Potato
441.18106,23.461,6.0,Potato
441.18323,23.464,6.0,Potato
441.18526,23.467,6.0,Potato
441.2912,23.47,6.0,Potato
441.35759,23.473,6.0,Potato
441.36111,23.476,6.0,Potato
441.43868,23.479,6.0,Potato
441.51989,23.482,6.0,Potato
441.56119,23.485,6.0,Potato
441.73294,23.488,6.0,Potato
441.73768,23.491,6.0,Potato
441.75,23.494,6.0,Potato
441.75,23.497,6.0,Potato
441.75,23.5,6.0,Potato
441.75,23.503,6.0,Potato
441.75,23.506,6.0,Potato
441.75,23.509,6.0,Potato
441.77538,23.512,6.0,Potato
441.77701,23.515,6.0,Potato
441.77926,23.518,6.0,Potato
441.8147,23.521,6.0,Potato
441.8977,23.524,6.0,Potato
441.93228,23.527,6.0,Potato
442.10526,23.53,6.0,Potato
442.11552,23.533,6.0,Potato
442.13442,23.536,6.0,Potato
442.13478,23.539,6.0,Potato
442.1434,23.542,6.0,Potato
442.14823,23.545,6.0,Potato
442.17506,23.548,6.0,Potato
442.20023,23.551,6.0,Potato
442.22777,23.554,6.0,Potato
442.24206,23.557,6.0,Potato
442.35715,23.56,6.0,Potato
442.3579,23.563,6.0,Potato
442.35921,23.566,6.0,Potato
442.36977,23.569,6.0,Potato
442.37295,23.572,6.0,Potato
442.39143,23.575,6.0,Potato
442.44288,23.578,6.0,Potato
442.47867,23.581,6.0,Potato
442.54934,23.584,6.0,Potato
442.55492,23.587,6.0,Potato
442.56143,23.59,6.0,Potato
442.56376,23.593,6.0,Potato
442.63439,23.596,6.0,Potato
442.6429,23.599,6.0,Potato
442.7018,23.602,6.0,Potato
442.72655,23.605,6.0,Potato
442.77192,23.608,6.0,Potato
442.81602,23.611,6.0,Potato
442.83718,23.614,6.0,Potato
442.84732,23.617,6.0,Potato
442.85879,23.62,6.0,Potato
442.86076,23.623,6.0,Potato
442.86097,23.626,6.0,Potato
442.86149,23.629,6.0,Potato
442.86176,23.632,6.0,Potato
442.86228,23.635,6.0,Potato
442.863,23.638,6.0,Potato
442.86311,23.641,6.0,Potato
442.86326,23.644,6.0,Potato
442.86356,23.647,6.0,Potato
442.86366,23.65,6.0,Potato
442.86401,23.653,6.0,Potato
442.86402,23.656,6.0,Potato
442.86438,23.659,6.0,Potato
442.86579,23.662,6.0,Potato
442.86588,23.665,6.0,Potato
442.875,23.668,6.0,Potato
442.88614,23.671,6.0,Potato
443.01915,23.674,6.0,Potato
443.0492,23.677,6.0,Potato
443.09988,23.68,6.0,Potato
443.1,23.683,6.0,Potato
443.10359,23.686,6.0,Potato
443.11328,23.689,6.0,Potato
443.22747,23.692,6.0,Potato
443.23908,23.695,6.0,Potato
443.33159,23.698,6.0,Potato
443.37176,23.701,5.8,Potato
443.37224,23.704,5.8,Potato
443.3728,23.707,5.8,Potato
443.38021,23.71,5.8,Potato
443.39096,23.713,5.8,Potato
443.43115,23.716,5.8,Potato
443.4375,23.719,5.8,Potato
443.48487,23.722,5.8,Potato
443.50424,23.725,5.8,Potato
443.51855,23.728,5.8,Potato
443.54965,23.731,5.8,Potato
443.60625,23.734,5.8,Potato
443.65385,23.737,5.8,Potato
443.72118,23.74,5.8,Potato
443.79145,23.743,5.8,Potato
443.80212,23.746,5.8,Potato
443.83636,23.749,5.8,Potato
443.83763,23.752,5.8,Potato
443.84831,23.755,5.8,Potato
443.85,23.758,5.8,Potato
443.85682,23.761,5.8,Potato
443.86173,23.764,5.8,Potato
443.86299,23.767,5.8,Potato
443.95016,23.77,5.8,Potato
443.99107,23.773,5.8,Potato
443.99724,23.776,5.8,Potato
444.0,23.779,5.8,Potato
444.02163,23.782,5.8,Potato
444.11754,23.785,5.8,Potato
444.12252,23.788,5.8,Potato
444.19435,23.791,5.8,Potato
444.31589,23.794,5.8,Potato
444.3165,23.797,5.8,Potato
444.40803,23.8,5.8,Potato
444.47576,23.803,5.8,Potato
444.53672,23.806,5.8,Potato
444.61115,23.809,5.8,Potato
444.6391,23.812,5.8,Potato
444.65911,23.815,5.8,Potato
444.72734,23.818,5.8,Potato
444.77352,23.821,5.8,Potato
444.91525,23.824,5.8,Potato
444.92778,23.827,5.8,Potato
444.92817,23.83,5.8,Potato
444.9333,23.833,5.8,Potato
444.98287,23.836,5.8,Potato
444.98733,23.839,5.8,Potato
445.10435,23.842,5.8,Potato
445.125,23.845,5.8,Potato
445.18577,23.848,5.8,Potato
445.2402,23.851,5.8,Potato
445.30091,23.854,5.8,Potato
445.30139,23.857,5.8,Potato
445.3058,23.86,5.8,Potato
445.30943,23.863,5.8,Potato
445.31421,23.866,5.8,Potato
445.32353,23.869,5.8,Potato
445.34099,23.872,5.8,Potato
445.48729,23.875,5.8,Potato
445.49486,23.878,5.8,Potato
445.57169,23.881,5.8,Potato
445.59444,23.884,5.8,Potato
445.60123,23.887,5.8,Potato
445.60254,23.89,5.8,Potato
445.68488,23.893,5.8,Potato
445.75979,23.896,5.8,Potato
445.91493,23.899,5.8,Potato
445.94595,23.902,5.8,Potato
446.00919,23.905,5.8,Potato
446.01064,23.908,5.8,Potato
446.05586,23.911,5.8,Potato
446.07337,23.914,5.8,Potato
446.07699,23.917,5.8,Potato
446.07707,23.92,5.8,Potato
446.16346,23.923,5.8,Potato
446.17471,23.926,5.8,Potato
446.17507,23.929,5.8,Potato
446.24714,23.932,5.8,Potato
446.25,23.935,5.8,Potato
446.25,23.938,5.8,Potato
446.25,23.941,5.8,Potato
446.25,23.944,5.8,Potato
446.52357,23.947,5.8,Potato
446.55652,23.95,5.8,Potato
446.56945,23.953,5.8,Potato
446.58387,23.956,5.8,Potato
446.6239,23.959,5.8,Potato
446.73913,23.962,5.8,Potato
446.78438,23.965,5.8,Potato
446.78453,23.968,5.8,Potato
446.78744,23.971,5.8,Potato
446.8125,23.974,5.8,Potato
446.8125,23.977,5.8,Potato
446.8125,23.98,5.8,Potato
446.89286,23.983,5.8,Potato
446.9427,23.986,5.8,Potato
447.08848,23.989,5.8,Potato
447.12712,23.992,5.8,Potato
447.15,23.995,5.8,Potato
447.15,23.998,5.8,Potato
447.15,24.001,5.8,Potato
447.15865,24.004,5.8,Potato
447.185,24.007,5.8,Potato
447.18857,24.01,5.8,Potato
447.20192,24.013,5.8,Potato
447.29184,24.016,5.8,Potato
447.29464,24.019,5.8,Potato
447.30882,24.022,5.8,Potato
447.30882,24.025,5.8,Potato
447.31875,24.028,5.8,Potato
447.32215,24.031,5.8,Potato
447.33123,24.034,5.8,Potato
447.33573,24.037,5.8,Potato
447.37255,24.04,5.8,Potato
447.38143,24.043,5.8,Potato
447.38824,24.046,5.8,Potato
447.39107,24.049,5.8,Potato
447.39668,24.052,5.8,Potato
447.39751,24.055,5.8,Potato
447.39848,24.058,5.8,Potato
447.39914,24.061,5.8,Potato
447.39929,24.064,5.8,Potato
447.39946,24.067,5.8,Potato
447.39948,24.07,5.8,Potato
447.39958,24.073,5.8,Potato
447.40016,24.076,5.8,Potato
447.40041,24.079,5.8,Potato
447.40049,24.082,5.8,Potato
447.40077,24.085,5.8,Potato
447.40244,24.088,5.8,Potato
447.40302,24.091,5.8,Potato
447.4051,24.094,5.8,Potato
447.4333,24.097,5.8,Potato
447.45,24.1,5.8,Potato
447.48775,24.103,5.8,Potato
447.58196,24.106,5.8,Potato
447.71697,24.109,5.8,Potato
447.76685,24.112,5.8,Potato
447.80461,24.115,5.8,Potato
447.97164,24.118,5.8,Potato
448.13747,24.121,5.8,Potato
448.17857,24.124,5.8,Potato
448.19625,24.127,5.8,Potato
448.32391,24.13,5.8,Potato
448.32737,24.133,5.8,Potato
448.33461,24.136,5.8,Potato
448.33521,24.139,5.8,Potato
448.33662,24.142,5.8,Potato
448.33676,24.145,5.8,Potato
448.33681,24.148,5.8,Potato
448.33727,24.151,5.8,Potato
448.33741,24.154,5.8,Potato
448.33753,24.157,5.8,Potato
448.33848,24.16,5.8,Potato
448.33867,24.163,5.8,Potato
448.33878,24.166,5.8,Potato
448.33883,24.169,5.8,Potato
448.33929,24.172,5.8,Potato
448.33949,24.175,5.8,Potato
448.34041,24.178,5.8,Potato
448.34118,24.181,5.8,Potato
448.34118,24.184,5.8,Potato
448.34302,24.187,5.8,Potato
448.34339,24.19,5.8,Potato
448.34758,24.193,5.8,Potato
448.37727,24.196,5.8,Potato
448.40086,24.199,5.8,Potato
448.5,24.202,5.8,Potato
448.5,24.205,5.8,Potato
448.5,24.208,5.8,Potato
448.63508,24.211,5.8,Potato
448.75116,24.214,5.8,Potato
448.75472,24.217,5.8,Potato
448.75934,24.22,5.8,Potato
448.76737,24.223,5.8,Potato
448.81727,24.226,5.8,Potato
448.82352,24.229,5.8,Potato
448.82439,24.232,5.8,Potato
448.82508,24.235,5.8,Potato
448.86456,24.238,5.8,Potato
448.94482,24.241,5.8,Potato
448.97564,24.244,5.8,Potato
449.00016,24.24,5.8,Potato
449.03777,24.236,5.8,Potato
449.04271,24.232,5.8,Potato
449.0431,24.228,5.8,Potato
449.04435,24.224,5.8,Potato
449.04508,24.22,5.8,Potato
449.04549,24.216,5.8,Potato
449.04673,24.212,5.8,Potato
449.0468,24.208,5.8,Potato
449.0473,24.204,5.8,Potato
449.04772,24.2,5.8,Potato
449.04792,24.196,5.8,Potato
449.04836,24.192,5.8,Potato
449.04836,24.188,5.8,Potato
449.04865,24.184,5.8,Potato
449.06776,24.18,5.8,Potato
449.07244,24.176,5.8,Potato
449.18528,24.172,5.8,Potato
449.25244,24.168,5.8,Potato
449.44124,24.164,5.8,Potato
449.45519,24.16,5.8,Potato
449.50539,24.156,5.8,Potato
449.58665,24.152,5.8,Potato
449.59333,24.148,5.8,Potato
449.625,24.144,5.8,Potato
449.85,24.14,5.8,Potato
449.85,24.136,5.8,Potato
449.85322,24.132,5.8,Potato
449.91532,24.128,5.8,Potato
449.91642,24.124,5.8,Potato
449.91717,24.12,5.8,Potato
449.91807,24.116,5.8,Potato
449.99575,24.112,5.8,Potato
450.0,24.108,5.8,Potato
450.06818,24.104,5.8,Potato
450.09107,24.1,5.8,Potato
450.19431,24.096,5.8,Potato
450.30896,24.092,5.8,Potato
450.33601,24.088,5.8,Potato
450.62629,24.084,5.8,Potato
450.69578,24.08,5.8,Potato
450.70187,24.076,5.8,Potato
450.7141,24.072,5.8,Potato
450.75,24.068,5.8,Potato
450.76926,24.064,5.8,Potato
450.85582,24.06,5.8,Potato
450.88235,24.056,5.8,Potato
450.94565,24.052,5.8,Potato
450.95418,24.048,5.8,Potato
450.98684,24.044,5.8,Potato
428.62766,24.04,5.8,Potato
428.65427,24.036,5.8,Potato
428.65625,24.032,5.8,Potato
428.67803,24.028,5.8,Potato
428.67943,24.024,5.8,Potato
428.68143,24.02,5.8,Potato
428.68357,24.016,5.8,Potato
428.68373,24.012,5.8,Potato
428.68534,24.008,5.8,Potato
428.68639,24.004,5.8,Potato
428.68871,24.0,5.8,Potato
428.68892,23.996,5.8,Potato
428.69598,23.992,5.8,Potato
428.69938,23.988,5.8,Potato
428.70038,23.984,5.8,Potato
428.70158,23.98,5.8,Potato
428.70246,23.976,5.8,Potato
428.70272,23.972,5.8,Potato
428.70277,23.968,5.8,Potato
428.70278,23.964,5.8,Potato
428.70861,23.96,5.8,Potato
428.71481,23.956,5.8,Potato
428.72084,23.952,5.8,Potato
428.76161,23.948,5.8,Potato
428.86873,23.944,5.8,Potato
428.91595,23.94,5.8,Potato
428.96429,23.936,5.8,Potato
428.96429,23.932,5.8,Potato
428.9778,23.928,5.8,Potato
428.97955,23.924,5.8,Potato
428.98153,23.92,5.8,Potato
428.98184,23.916,5.8,Potato
428.98214,23.912,5.8,Potato
428.98243,23.908,5.8,Potato
428.98295,23.904,5.8,Potato
428.98295,23.9,5.8,Potato
428.98314,23.896,5.8,Potato
428.98316,23.892,5.8,Potato
428.98379,23.888,5.8,Potato
428.98379,23.884,5.8,Potato
428.98395,23.88,5.8,Potato
428.98411,23.876,5.8,Potato
428.98413,23.872,5.8,Potato
428.98492,23.868,5.8,Potato
428.98519,23.864,5.8,Potato
428.98531,23.86,5.8,Potato
428.98608,23.856,5.8,Potato
428.98649,23.852,5.8,Potato
428.9867,23.848,5.8,Potato
428.99398,23.844,5.8,Potato
429.00641,23.84,5.8,Potato
429.00641,23.836,5.8,Potato
429.04158,23.832,5.8,Potato
429.0429,23.828,5.8,Potato
429.05556,23.824,5.8,Potato
429.19475,23.82,5.8,Potato
429.23489,23.816,5.8,Potato
429.25594,23.812,5.8,Potato
429.28867,23.808,5.8,Potato
429.30488,23.804,5.8,Potato
429.37074,23.8,5.8,Potato
429.375,23.796,5.8,Potato
429.48419,23.792,5.8,Potato
429.48985,23.788,5.8,Potato
429.50186,23.784,5.8,Potato
429.5187,23.78,5.8,Potato
429.56352,23.776,5.8,Potato
429.56667,23.772,5.8,Potato
429.57923,23.768,5.8,Potato
429.58275,23.764,5.8,Potato
429.58409,23.76,5.8,Potato
429.59198,23.756,5.8,Potato
429.59321,23.752,5.8,Potato
429.6051,23.748,5.8,Potato
429.625,23.744,5.8,Potato
429.70443,23.74,5.8,Potato
429.7102,23.736,5.8,Potato
429.71335,23.732,5.8,Potato
429.71375,23.728,5.8,Potato
429.71386,23.724,5.8,Potato
429.71409,23.72,5.8,Potato
429.71476,23.716,5.8,Potato
429.71505,23.712,5.8,Potato
429.71524,23.708,5.8,Potato
429.71525,23.704,5.8,Potato
429.71575,23.7,5.8,Potato
429.71726,23.696,5.8,Potato
429.72179,23.692,5.8,Potato
429.72591,23.688,5.8,Potato
429.74091,23.684,5.8,Potato
429.78571,23.68,5.8,Potato
429.83871,23.676,5.8,Potato
429.8513,23.672,5.8,Potato
429.87501,23.668,5.8,Potato
429.94613,23.664,5.8,Potato
429.95,23.66,5.8,Potato
429.95961,23.656,5.8,Potato
429.9951,23.652,5.8,Potato
429.99605,23.648,5.8,Potato
430.00085,23.644,5.8,Potato
430.07662,23.64,5.8,Potato
430.09375,23.636,5.8,Potato
430.09821,23.632,5.8,Potato
430.09853,23.628,5.8,Potato
430.24843,23.624,5.8,Potato
430.27274,23.62,5.8,Potato
430.29006,23.616,5.8,Potato
430.29167,23.612,5.8,Potato
430.33333,23.608,5.8,Potato
430.39177,23.604,5.8,Potato
430.40982,23.6,5.8,Potato
430.42718,23.596,5.8,Potato
430.60144,23.592,5.8,Potato
430.60241,23.588,5.8,Potato
430.60714,23.584,5.8,Potato
430.63135,23.58,5.8,Potato
430.64919,23.576,5.8,Potato
430.68182,23.572,5.8,Potato
430.8125,23.568,5.8,Potato
430.93229,23.564,5.8,Potato
430.93571,23.56,5.8,Potato
430.97222,23.556,5.8,Potato
430.97365,23.552,5.8,Potato
431.07669,23.548,5.8,Potato
431.1,23.544,5.8,Potato
431.14008,23.54,5.8,Potato
431.14423,23.536,5.8,Potato
431.17491,23.532,5.8,Potato
431.18857,23.528,5.8,Potato
431.19049,23.524,5.8,Potato
431.19426,23.52,5.8,Potato
431.20014,23.516,5.8,Potato
431.20197,23.512,5.8,Potato
431.20455,23.508,5.8,Potato
431.20833,23.504,5.8,Potato
431.20866,23.5,5.8,Potato
431.20907,23.496,5.8,Potato
431.23986,23.492,5.8,Potato
431.29263,23.488,5.8,Potato
431.29438,23.484,5.8,Potato
431.29883,23.48,5.8,Potato
431.30141,23.476,5.8,Potato
431.30144,23.472,5.8,Potato
431.30167,23.468,5.8,Potato
431.42229,23.464,5.8,Potato
431.44803,23.46,5.8,Potato
431.61183,23.456,5.8,Potato
431.63873,23.452,5.8,Potato
431.64628,23.448,5.8,Potato
431.67228,23.444,5.8,Potato
431.68857,23.44,5.8,Potato
431.69827,23.436,5.8,Potato
